819827,Razvilka,55.591667,37.740833,RU
524901,Moscow,55.75222,37.615555,RU
1271881,Firozpur Jhirka,27.799999,76.949997,IN
1283240,Kathmandu,27.716667,85.316666,NP
703448,Kiev,50.433334,30.516666,UA
1282898,Pokhara,28.233334,83.98333,NP
3632308,Merida,8.598333,-71.144997,VE
1273294,Delhi,28.666668,77.216667,IN
502069,Reshetnikovo,56.450001,36.566666,RU
3645532,Ciudad Bolivar,8.122222,-63.549721,VE
529368,Marfino,55.702778,37.382221,RU
462755,Zhukovskiy,55.59528,38.120277,RU
502018,Reutov,55.759445,37.861668,RU
538601,Kurovskoye,55.578335,38.910831,RU
463355,Zheleznodorozhnyy,55.750278,38.004166,RU
560756,Golitsyno,55.612221,36.983334,RU
509820,Petrozavodsk,61.784912,34.346909,RU
498817,Saint Petersburg,59.894444,30.264168,RU
547560,Klimovsk,55.364723,37.525002,RU
1496747,Novosibirsk,55.041111,82.934441,RU
709717,Donetsk,48,37.799999,UA
555746,Istra,55.917778,36.864166,RU
712969,Bakhchysaray,44.75,33.866669,UA
569591,Chekhov,55.143055,37.471111,RU
532477,Lyubuchany,55.25111,37.545555,RU
471457,Vostryakovo,55.400555,37.811111,RU
711660,Boryspil,50.349998,30.950001,UA
564719,Dubna,56.733334,37.166668,RU
564912,Druzhba,55.885555,37.740276,RU
571557,Bronnitsy,55.419445,38.270832,RU
563705,Dzerzhinskiy,55.628613,37.846943,RU
532657,Lytkarino,55.58139,37.905834,RU
523812,Mytishchi,55.90889,37.733891,RU
503977,Pushkino,56.017223,37.866669,RU
505597,Pravdinskiy,56.066666,37.849998,RU
463826,Zelenogradskiy,56.099998,37.916668,RU
580597,Ashukino,56.16,37.950001,RU
549373,Khotkovo,56.256989,37.995441,RU
497165,Semkhoz,56.283333,38.066666,RU
496638,Sergiyev Posad,56.299999,38.133331,RU
580881,Arsaki,56.380001,38.48,RU
487095,Strunino,56.383331,38.566666,RU
583350,Aleksandrov,56.400002,38.709999,RU
552977,Karabanovo,56.316666,38.700001,RU
548278,Kirzhach,56.150002,38.866669,RU
515024,Orekhovo-Zuyevo,55.810833,38.971943,RU
535243,Likino-Dulevo,55.711666,38.954445,RU
566950,Davydovo,55.609722,38.856945,RU
557132,Ilinskiy Pogost,55.477222,38.911945,RU
468250,Yegoryevsk,55.378334,39.041111,RU
562445,Fosforitnyy,55.326111,38.900002,RU
549531,Khorlovo,55.335278,38.813057,RU
534174,Lopatinskiy,55.340557,38.725555,RU
531098,Malino,55.111111,38.18,RU
526652,Mikhnevo,55.12722,37.952221,RU
526651,Mikhnevo,55.134724,37.944721,RU
487441,Stolbovaya,55.252777,37.485279,RU
540030,Kubinka,55.583889,36.689999,RU
505824,Povarovo,56.066666,37.049999,RU
557382,Iksha,56.166668,37.516666,RU
565955,Dmitrov,56.349998,37.516666,RU
492333,Skoropuskovskiy,56.366669,38.166668,RU
529638,Mamontovka,55.999443,37.814167,RU
694320,Shchebetovka,44.933334,35.150002,UA
1261481,New Delhi,28.61282,77.23114,IN
1271951,Faridabad,28.433332,77.316666,IN
1260637,Palwal,28.15,77.333336,IN
1270000,Hodal,27.9,77.366669,IN
1266073,Kosi,27.799999,77.433334,IN
1274343,Chhata,27.716667,77.5,IN
1263364,Mathura,27.5,77.683334,IN
1271059,Gokul,27.450001,77.716667,IN
1271956,Farah,27.333332,77.76667,IN
1279259,Agra,27.183332,78.01667,IN
1266510,Kiraoli,27.15,77.783333,IN
1271900,Fatehpur Sikri,27.1,77.666664,IN
1276128,Bharatpur,27.216667,77.48333,IN
1264323,Mahwah,27.049999,76.933334,IN
1273369,Dausa,26.883333,76.333336,IN
1276767,Basi,26.833332,76.033333,IN
1269515,Jaipur,26.916668,75.816666,IN
1263649,Manoharpur,27.299999,75.949997,IN
1256705,Shahpura,27.383333,75.966667,IN
3645528,Ciudad Guayana,8.353333,-62.652779,VE
3625710,Upata,8.008611,-62.398888,VE
572090,Borovoy,64.583336,32.133331,RU
471501,Vostochnyy,55.816666,37.866669,RU
3641099,El Vigia,8.621944,-71.650558,VE
3644417,Ejido,8.551389,-71.237503,VE
473021,Vnukovo,55.615002,37.219166,RU
516436,Obninsk,55.096943,36.610279,RU
524649,Mstikhino,54.559471,36.127769,RU
579838,Babynino,54.389999,35.73,RU
523186,Navlya,52.828056,34.49889,RU
582358,Altukhovo,52.669998,34.360001,RU
546633,Kokorevka,52.587223,34.277779,RU
485817,Suzemka,52.31778,34.06889,RU
709584,Druzhba,52.042778,33.945278,UA
688501,Yampil,51.950001,33.783333,UA
711999,Bobrovytsya,50.75,31.383333,UA
550280,Khimki,55.901669,37.4375,RU
542374,Krasnogorsk,55.822498,37.318054,RU
522730,Nemchinovka,55.722778,37.36639,RU
476372,Vatutinki,55.498333,37.3325,RU
468671,Yasnogorsk,54.480278,37.697498,RU
464343,Zasechnoye,53.109165,45.076389,RU
500400,Russkiy Kameshkir,52.858891,46.089169,RU
582926,Alekseyevka,52.299999,48.02,RU
608668,Oral,51.233334,51.366669,KZ
610386,Bayganin,48.694721,55.874168,KZ
1265961,Kotputli,27.716667,76.199997,IN
1276589,Behror,27.883333,76.283333,IN
1276666,Bawal,28.083332,76.583336,IN
1272822,Dharuhera,28.216667,76.783333,IN
1270642,Gurgaon,28.466667,77.033333,IN
523750,Naberezhnyye Chelny,55.756111,52.42889,RU
625144,Minsk,53.900002,27.566668,BY
571170,Bugulma,54.549999,52.799999,RU
552974,Karabash,54.700001,52.566666,RU
2014006,Ussuriysk,43.798611,131.950836,RU
689037,Vorokhta,48.286945,24.571943,UA
1253405,Varanasi,25.333332,83,IN
1258642,Ramnagar,25.283333,83.033333,IN
1262634,Mughal Sarai,25.299999,83.116669,IN
1257022,Satna,24.583332,80.833336,IN
1260454,Panna,24.716667,80.199997,IN
1275120,Bulandshahr,28.4,77.849998,IN
1256532,Shikarpur,28.283333,78.01667,IN
1272653,Dibai,28.216667,78.25,IN
1261837,Naraura,28.200001,78.383331,IN
1257800,Sahaswan,28.083332,78.75,IN
1253918,Ujhani,28.016666,79.01667,IN
1268540,Kakrala,27.9,79.199997,IN
1253673,Usehat,27.816668,79.25,IN
1269447,Jalalabad,27.716667,79.666664,IN
1278990,Allahganj,27.549999,79.683334,IN
1270370,Hardoi,27.416668,80.116669,IN
1257459,Sandila,27.083332,80.51667,IN
1264085,Malihabad,26.916668,80.716667,IN
1268545,Kakori,26.883333,80.800003,IN
1264733,Lucknow,26.85,80.916664,IN
1270890,Goshainganj,26.766666,81.116669,IN
1257005,Satrikh,26.866667,81.199997,IN
1252698,Zaidpur,26.833332,81.333336,IN
1254536,Tikaitnagar,26.950001,81.583336,IN
1283621,Bhairahawa,27.5,83.449997,NP
1283613,Bharatpur,27.683332,84.433334,NP
1283190,Kirtipur,27.666668,85.283333,NP
1282931,Patan,27.666668,85.333336,NP
692672,Stavyshche,50.400002,29.533333,UA
711390,Brovary,50.5,30.766666,UA
694558,Semypolky,50.716667,30.933332,UA
578953,Barvikha,55.740002,37.27,RU
509998,Petrovo-Dalneye,55.746113,37.18111,RU
521821,Nikolina Gora,55.734444,37.041389,RU
461920,Zvenigorod,55.733334,36.8475,RU
480685,Tuchkovo,55.601112,36.468056,RU
541286,Kratovo,55.586945,38.204723,RU
545405,Konobeyevo,55.406387,38.662498,RU
471656,Voskresensk,55.3125,38.663612,RU
502345,Rechitsy,55.597778,38.46389,RU
525396,Monino,55.838055,38.194443,RU
516305,Obukhovo,55.832779,38.272499,RU
556463,Imeni Vorovskogo,55.723331,38.341389,RU
563523,Elektrostal,55.791943,38.442223,RU
512023,Pavlovskiy Posad,55.784721,38.650555,RU
565007,Drezna,55.745834,38.849724,RU
515186,Opalikha,55.827499,37.255001,RU
518346,Novopetrovskoye,55.992779,36.471943,RU
475845,Verbilki,56.533333,37.599998,RU
580616,Ashitkovo,55.439999,38.59,RU
495515,Shaturtorf,55.567223,39.416943,RU
573922,Bolshiye Vyazemy,55.633331,36.983334,RU
463465,Zhavoronki,55.649723,37.104168,RU
527888,Medvezhyegorsk,62.916668,34.466667,RU
6730265,Obolensk,54.977409,37.224483,RU
496527,Serpukhov,54.921391,37.410831,RU
503581,Pyaozerskiy,65.833336,31.166668,RU
533964,Loukhi,66.076385,33.038055,RU
545673,Konakovo,56.700001,36.766666,RU
461704,Novozavidovskiy,56.549999,36.433334,RU
543106,Kozlovo,56.516666,36.266666,RU
1264773,Loni,28.75,77.283333,IN
294166,Mitzpe Ramon,30.609444,34.801109,IL
1258972,Raipur,26.049999,74.01667,IN
691606,Terny,50.983334,33.983334,UA
565284,Donskoye,52.775833,41.488335,RU
688455,Yaremche,48.458332,24.551945,UA
1506394,Plotnikovo,55.024723,85.943611,RU
518337,Novopodrezkovo,55.94278,37.346668,RU
492448,Skhodnya,55.955833,37.297222,RU
463829,Zelenograd,55.982498,37.181389,RU
